	wikidata_code	birth	death	updated_death_date	approx_birth	approx_death	birth_min	birth_max	death_min	death_max	gender	level1_main_occ	name	un_subregion	birth_estimation	death_estimation	bigperiod_birth_graph_b	bigperiod_death_graph_b	curid	level2_main_occ	freq_main_occ	freq_second_occ	level2_second_occ	level3_main_occ	bigperiod_birth	bigperiod_death	wiki_readers_2015_2018	non_missing_score	total_count_words_b	number_wiki_editions	total_noccur_links_b	sum_visib_ln_5criteria	ranking_visib_5criteria	all_geography_groups	string_citizenship_raw_d	citizenship_1_b	citizenship_2_b	list_areas_of_rattach	area1_of_rattachment	area2_of_rattachment	list_wikipedia_editions	un_region	group_wikipedia_editions	bplo1	dplo1	bpla1	dpla1	pantheon_1	level3_all_occ
2234503	Q859009										Male	Leadership	Zhuge_Xu	Eastern Asia					35740010	Politics	0.66666669	0.33333334	Nobility	politician	Missing	Missing	79805	2	5243	7	1	22.337137	525500.0	China	'China'	China		D:_'China'_matchB1_P:_'China'	China	Missing	enwiki|frwiki|jawiki|zhwiki|viwiki|kowiki|thwiki	Asia	grA	118.4670028686520		35.54930114746090		0	D:_politician_P:_royaume_French
973757	Q2848999	1985.0					1985.0	1985.0			Male	Sports/Games	AndrÃ©s_CapellÃ¡n	Southern Europe	1985.0	2062.0117	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	4018041	Sports/Games	1.0		Missing	athletic	5.Contemporary period 1901-2020AD	Missing	274	3	1599	1	1	14.391674	2215711.0	Spain	'Spain'	Spain		D:_'Spain'_matchB1_P:_'Spain'	Spain	Missing	frwiki	Europe	grB					0	D:_athletic_P:_athlÃ¨te_French
1949005	Q6520764	1904.0	1979.0				1904.0	1904.0	1979.0	1979.0	Male	Discovery/Science	Leland_John_Haworth	Northern America	1904.0	1979.0	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	22058970	Academia	1.0		Missing	physicist	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	1941	3	4740	5	6	19.774691	508731.0	US	'US'	US		D:_'US'_matchB1_P:_'US'	US	Missing	enwiki|fawiki|arwiki|euwiki|dewiki	America	grA	-83.6933364868164	-73.06220245361330	43.01889038085940	40.94609832763670	0	D:_physicist_scientist_P:_physicist_science_English_physiker_German
254027	Q15632759	1952.0					1952.0	1952.0			Male	Culture	Reinhard_Matz	Western Europe	1952.0	2032.8406	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	8068432	Culture-core	0.85714287		Missing	photographer	5.Contemporary period 1901-2020AD	Missing	2386	3	2377	1	15	19.018799	863726.5	Germany	'Germany'	Germany		D:_'Germany'_matchB1_P:_'Germany'	Germany	Missing	dewiki	Europe	grB	8.80888843536377		53.07694625854490		0	D:_photographer_writer_P:_fotograf_autor_publizist_German
436267	Q1690231	1945.0					1945.0	1945.0			Male	Leadership	Joachim_Kiefaber	Western Europe	1945.0	2020.2365	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	3846525	Politics	1.0		Missing	politician	5.Contemporary period 1901-2020AD	Missing	1464	3	1276	1	0	15.137073	2500392.5	Germany	'Germany'	Germany		D:_'Germany'_matchB1_P:_'Germany'	Germany	Missing	dewiki	Europe	grB	6.889722347259520		49.98694610595700		0	D:_politician_P:_politiker_German
2145168	Q7614103	1955.0					1955.0	1955.0			Male	Sports/Games	Steve_Taylor_(footballer)	Western Europe	1955.0	2029.9473	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	22212845	Sports/Games	1.0		Missing	football	5.Contemporary period 1901-2020AD	Missing	9614	3	4717	2	1	19.422291	772758.0	United_Kingdom_of_Great_Britain_and_Northern_Ireland	'United_Kingdom'	United_Kingdom		D:_'United_Kingdom'_matchB1_P:_'England'	United_Kingdom	Missing	enwiki|arwiki	Europe	grA	-2.121000051498410		53.56600189208980		0	D:_football_football_P:_football_forward_game_English
1876118	Q6199535	1899.0	1971.0				1899.0	1899.0	1971.0	1971.0	Male	Sports/Games	Jimmy_Armstrong_(footballer,_born_1899)	Western Europe	1899.0	1971.0	4.Mid Modern Period 1751-1900AD	5.Contemporary period 1901-2020AD	27603781	Sports/Games	1.0		Missing	football	4.Mid Modern Period 1751-1900AD	5.Contemporary period 1901-2020AD	1545	3	1587	1	0	15.408743	2339000.0	United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom_of_Great_Britain_and_Northern_Ireland	'United_Kingdom'_'United_Kingdom_of_Great_Britain_and_Ireland'	United_Kingdom		D:_'United_Kingdom'_'United_Kingdom_of_Great_Britain_and_Ireland'_matchB1_P:_'England'	United_Kingdom	Missing	enwiki	Europe	grA	-1.569900035858150		54.85940170288090		0	D:_football_P:_football_athletic_football_English
1260453	Q3763555	1957.0					1957.0	1957.0			Male	Leadership	Gianni_Mancuso	Southern Europe	1957.0	2032.4637	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	1245262	Politics	1.0		Missing	politician	5.Contemporary period 1901-2020AD	Missing	2671	3	1591	1	1	16.650745	1696897.5	Italy	'Italy'	Italy		D:_'Italy'_matchB1_P:_'Italy'	Italy	Missing	itwiki	Europe	grB	9.666666984558110		45.83333206176760		0	D:_politician_P:_politico_Italian
1685553	Q5542514	1932.0	2003.0				1932.0	1932.0	2003.0	2003.0	Male	Leadership	George_Miscevich	Northern America	1932.0	2003.0	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	25502370	Politics	1.0		Missing	politician	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	792	3	1293	1	1	15.231387	2156154.5	US	'US'	US		D:_'US'_matchB1_P:_'US'	US	Missing	enwiki	America	grA		-79.82777404785160		40.28055572509770	0	D:_politician_P:_representative_English
343756	Q16194819	1962.0					1962.0	1962.0			Male	Sports/Games	Wallace_Spearmon_Sr.	Northern America	1962.0	2040.2825	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	35898722	Sports/Games	1.0		Missing	athletic	5.Contemporary period 1901-2020AD	Missing	4080	3	3290	2	1	18.205538	930367.0	US	'US'	US		D:_'US'_matchB1_P:_'US'	US	Missing	jawiki|enwiki	America	grA					0	D:_athletic_P:_sprint_English
902650	Q26834585	1900.0	1985.0				1900.0	1900.0	1985.0	1985.0	Male	Culture	Paul_Kley	Western Europe	1900.0	1985.0	4.Mid Modern Period 1751-1900AD	5.Contemporary period 1901-2020AD	9581462	Culture-core	1.0		Missing	bandleader	4.Mid Modern Period 1751-1900AD	5.Contemporary period 1901-2020AD	359	3	1188	1	0	13.668418	2847797.5			Germany		P:_'Germany'_can't_verifyB1	Old_(before_year_1990_AD)_Germany	Missing	dewiki	Europe	grB	11.31666660308840		50.98333358764650		0	D:_bandleader_P:_jazz_musiker_saxophon_German
1479268	Q4898401										Female	Culture	Bette_MacDonald	Northern America					361823	Culture-core	1.0		Missing	actor	Missing	Missing	19522	2	1613	1	0	17.671438	1802649.0	Canada	'Canada'	Canada		D:_'Canada'_matchB1_P:_'Canada'	Canada	Missing	enwiki	America	grA	-63.0		45.0		0	D:_actor_P:_comedian_actress_writer_English
2252017	Q90573	1867.0	1942.0				1867.0	1867.0	1942.0	1942.0	Male	Discovery/Science	Heinrich_von_Recklinghausen	Western Europe	1867.0	1942.0	4.Mid Modern Period 1751-1900AD	5.Contemporary period 1901-2020AD	11423083	Academia	0.91666669		Missing	physician	4.Mid Modern Period 1751-1900AD	5.Contemporary period 1901-2020AD	9533	3	6157	3	7	21.354177	331895.0	Germany	'Germany'	Germany		D:_'Germany'_matchB1_P:_'Germany'	Old_(before_year_1990_AD)_Germany	Missing	ptwiki|dewiki|enwiki	Europe	grA	9.929444313049320	11.57499980926510	49.7944450378418	48.13750076293950	0	D:_physician_physiologist_P:_physician_scientist_English_arzt_forscher_philosoph_German_mÃ©dic_cientista_guerra mundial_Portuguese
887510	Q2630715	1973.0					1973.0	1973.0			Male	Culture	Hiromasa_Yonebayashi	Eastern Asia	1973.0	2053.2349	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	26798878	Culture-core	0.88		Missing	animator	5.Contemporary period 1901-2020AD	Missing	722207	3	17417	14	24	29.182259	21149.5	Japan	'Japan'	Japan		D:_'Japan'_matchB1_P:_'Japan'	Japan	Missing	enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|jawiki|plwiki|zhwiki|svwiki|arwiki|kowiki|idwiki|nlwiki	Asia	grA	136.6097717285160		36.51941680908200		0	D:_animator_animation_film_film_screenwriter_P:_animator_theatrical_film_English_animateur_rÃ©alisateur_French_animatore_regista_studi_Italian_regisseur_animator_German_animaciÃ³n_tÃ©cnic_trabajador_Spanish_animatÃ¶r_filmregissÃ¶r_Swedish
991289	Q28839540										Female	Discovery/Science	Persephone_Borrow	Western Europe					52942026	Academia	1.0		Missing	immunologist	Missing	Missing	620	2	1676	1	1	14.959524	2054644.5			United_Kingdom		P:_'England'_can't_verifyB1	United_Kingdom	Missing	enwiki	Europe	grA					0	D:_immunologist_P:_immunologist_professor_English
572853	Q1899024	1933.0	2008.0			circa	1933.0	1933.0	2008.0	2008.0	Male	Culture	Mario_Schiano	Southern Europe	1933.0	2008.0	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	17192116	Culture-core	1.0		Missing	saxophonist	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	15646	3	6707	4	6	22.02463	280132.5	Italy	'Italy'	Italy		D:_'Italy'_matchB1_P:_'Italy'	Italy	Missing	enwiki|dewiki|itwiki|nlwiki	Europe	grA	14.25	12.48277759552000	40.83333206176760	41.8930549621582	0	D:_saxophonist_music_P:_saxophonist_soprano_jazz_English_sassofonista_attore_Italian_ band_jazz_bass_German
2112228	Q739950	1969.0					1969.0	1969.0			Male	Culture	Hilmir_SnÃ¦r_GuÃ°nason	Northern Europe	1969.0	2052.8176	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	4842847	Culture-core	1.0		Missing	actor	5.Contemporary period 1901-2020AD	Missing	24344	3	6501	6	21	23.917023	138569.0	Iceland	'Iceland'	Iceland		D:_'Iceland'_matchB1_P:_'Iceland'	Iceland	Missing	iswiki|dewiki|enwiki|fiwiki|svwiki|itwiki	Europe	grA	-21.93499946594240		64.14749908447270		0	D:_actor_actor_actor_P:_ actor_film_English_ attore_Italian_schauspiel_German_ skÃ¥despelare_Swedish
473899	Q17318146	1972.0					1972.0	1972.0			Male	Culture	Dinarte_Branco	Southern Europe	1972.0	2053.9617	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	4093454	Culture-core	1.0		Missing	actor	5.Contemporary period 1901-2020AD	Missing	12173	3	2895	1	5	19.863297	758804.0			Portugal		P:_'Portugal'_can't_verifyB1	Portugal	Missing	ptwiki	Europe	grB	-7.583333492279050		37.93333435058590		0	D:_actor_P:
1325799	Q41258411	1837.0	1908.0				1837.0	1837.0	1908.0	1908.0	Male	Leadership	Charles_Regnault_de_PrÃ©mesnil	Western Europe	1837.0	1908.0	4.Mid Modern Period 1751-1900AD	5.Contemporary period 1901-2020AD	11126712	Military	1.0		Missing	navy	4.Mid Modern Period 1751-1900AD	5.Contemporary period 1901-2020AD	244	3	2826	1	1	14.846694	1949541.0	France	'France'	France		D:_'France'_matchB1_P:_'France'	France	Missing	frwiki	Europe	grB	3.877230644226070	2.351388931274410	43.61091995239260	48.8569450378418	0	D:_navy_P:_officier_marine_French
187414	Q1447428	1943.0					1943.0	1943.0			Male	Discovery/Science	Karl_Heinz_DÃ¤ke	Western Europe	1943.0	2027.5874	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	609431	Academia	1.0		Missing	volkswirt	5.Contemporary period 1901-2020AD	Missing	4162	3	1713	1	6	18.420355	1001703.0	Germany	'Germany'	Germany		D:_'Germany'_matchB1_P:_'Germany'	Germany	Missing	dewiki	Europe	grB	7.954170227050780		53.38560104370120		0	D:_P:_volkswirt_German
1981311	Q6769677	1967.0					1967.0	1967.0			Male	Sports/Games	Mark_Sertori	Western Europe	1967.0	2043.1013	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	17580804	Sports/Games	1.0		Missing	football	5.Contemporary period 1901-2020AD	Missing	27089	3	2837	1	1	19.54418	1095059.0	United_Kingdom_of_Great_Britain_and_Northern_Ireland	'United_Kingdom'	United_Kingdom		D:_'United_Kingdom'_matchB1_P:_'England'	United_Kingdom	Missing	enwiki	Europe	grA	-2.233333349227910		53.46666717529300		0	D:_football_P:_football_striker_sport_English
369123	Q1623714	1968.0					1968.0	1968.0			Male	Culture	Steffen_Jacobs	Western Europe	1968.0	2050.5183	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	169002	Culture-core	0.66666669	0.22222222	Worker/Business (small)	author	5.Contemporary period 1901-2020AD	Missing	6576	3	2553	2	9	20.038403	510004.0	Germany	'Germany'	Germany		D:_'Germany'_matchB1_P:_'Germany'	Germany	Missing	dewiki|bgwiki	Europe	grB	6.772380352020260		51.23114395141600		0	D:_author_translator_writer_P:_lyriker_essayist_herausgeber_German
2203401	Q8008278	1922.0	1944.0				1922.0	1922.0	1944.0	1944.0	Male	Leadership	William_E._Metzger_Jr.	Northern America	1922.0	1944.0	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	14788854	Military	1.0		Missing	militar	5.Contemporary period 1901-2020AD	5.Contemporary period 1901-2020AD	3005	3	2137	1	1	17.063284	1498755.0	US	'US'	US		D:_'US'_matchB1_P:_'US'	US	Missing	enwiki	America	grA	-84.11499786376950		40.7408332824707		0	D:_militar_P:_ army_air force_officer_English
1793754	Q590351	1780.0	1859.0				1780.0	1780.0	1859.0	1859.0	Male	Culture	Anton_Hoppe_(Baumeister)	Western Europe	1780.0	1859.0	4.Mid Modern Period 1751-1900AD	4.Mid Modern Period 1751-1900AD	6149530	Culture-periphery	1.0		Missing	architect	4.Mid Modern Period 1751-1900AD	4.Mid Modern Period 1751-1900AD	506	3	1095	1	0	13.92698	2813204.0			Austria		P:_'Austria'_can't_verifyB1	Old_(before_year_1955_AD)_Austria	Missing	dewiki	Europe	grB	16.37249946594240	16.39583396911620	48.20833206176760	48.19638824462890	0	D:_architect_P:
